label,title,content
0,Big cat, The term big cat while not a biological classification is used informally to distinguish the larger felid species from smaller ones. One definition of big cat includes the four members of the genus Panthera: the tiger lion jaguar and leopard. Members of this genus are the only cats able to roar.
0,American Flyers Airline, American Flyers Airline Corporation was a United States supplemental charter airline that operated from 1949 to 1971.
0,Oldcastle Inc., Oldcastle Inc. is a subsidiary of Ireland-based CRH plc and is divided into two organizational units: Oldcastle Products and Distribution (OPD) and Oldcastle Materials.
0,British and Irish Steam Packet Company, The British and Irish Steam Packet Company was a steam packet and passenger ferry company operating between ports in Ireland and in Great Britain between 1836 and 1992. It was latterly popularly called the B&I and branded as B + I line.
0,Vatra Games, Vatra Games was a video game development company its parent company was Kuju Entertainment. The studio was based in the city of Brno in the Czech Republic and specialized on FPS and Action games.The company was founded in 2009 when Kuju Entertainment was looking for developers to make a new studio. At the same time several developers from 2K Czech were retiring. These developers decided to set up a new studio which became 'Vatra Games'.
0,SYSTRA, SYSTRA is an international engineering and consulting group specializing in rail (passenger and freight) and public transport. SYSTRA is known worldwide for its work in transport modes that offer a sustainable alternative to cars and trucks. With more than 2500 employees worldwide SYSTRA has undertaken projects in 130 different countries. Systra is a 50:50 joint venture between SNCF Infra and RATP.
0,Prometheus Radio Project, The Prometheus Radio Project is a non-profit advocacy and community organizing group committed to building an inclusive and representative media landscape in the United States and around the world. They are working to create a network of low power community radio stations. The communities organizing around these stations have grown into a powerful force working toward a more democratic media future.
0,Marzotto, The Marzotto Group is an Italian textile manufacturer based in Valdagno.Created in 1836 as the Lanificio Luigi Marzotto & Figli. In 2005 Marzotto Group's textile business separated from Valentino Fashion Group.The Group manufactures woollen and cotton yarns for clothing and through equity investments woollen yarns for knitwear linen yarns and silk.The Group manufactures in textile sector with the brandsMarzottoGuabelloMarlaneEstethia / G.B.
0,Situation Two, Situation Two aka Situation 2 was a record label created in 1981 by Peter Kent as an offshoot of the larger Beggars Banquet label. At the time Beggars Banquet records were distributed by WEA Records; to appeal to the indie audience and to get releases into the indie charts the Situation Two label was created.During its 11-year history Situation Two came to prominence as the home for a varied number of indie favourites.
0,DRI Capital, DRI Capital Inc. is a Toronto-based healthcare royalty fund manager a type of private equity fund. Its CEO is Behzad Khosrowshahi the eldest child and only son of Hassan Khosrowshahi. It specializes in purchasing robust and predictable royalty streams from established pharmaceutical drugs providing a consistent and diversified revenue stream to investors. In September 2013 the firm closed a third fund of $1.45 billion.
0,Verbio, Verbio - Vereinigte Bioenergie AG - is a German manufacturer and supplier of biofuels. With about 750 employees at three locations the company produces biodiesel ethanol fuel and biogas on an industrial scale and has developed its own processes.In the year 1995 Claus Sauter founded a mill for oil-bearing plant components. In May 2006 the previous individual companies merged to form today's Aktiengesellschaft (AG).On June 4 2007 the corporation was listed in the ÖkoDAX.
0,Ice Age Entertainment, Ice Age Entertainment is a record label created and owned by southern rapper Mike Jones and business partner Ray Mello Moore. The record label was created around late 2001. Mike Jones has re-signed with Swishahouse and has come to terms with them.[citation needed] Swishahouse will now distribute albums released under Ice Age Entertainment. The record label is based in two cities Houston and Atlanta.
0,Carlton Communications, Carlton Communications was a British media company. It was led by Michael Green and listed on the London Stock Exchange from 1983 until February 2 2004 when it was bought by Granada plc in a corporate takeover to form ITV plc. Carlton shareholders gained approximately 32% of ITV plc.As well as being the parent company of Carlton Television Limited it was also involved in several other media and broadcasting businesses and was a constituent of the FTSE 100 Index.
0,British Salmson, British Salmson was a British based manufacturer of cars from 1934 to 1939. An offshoot of the French Salmson company it was taken over by local management. After producing war supplies during World War II it ceased car production moved to Glasgow Scotland and produced printing machinery.
0,Akerman LLP, Akerman LLP is a large law firm based in Miami Florida. It was founded in 1920 and has grown to become one of the largest in the United States. In 2012 the National Law Journal ranked the firm as 90th largest in the U.S. by number of attorneys and the largest Florida-based firm. In 2012 Law360 ranked Akerman Senterfitt as 94th largest in the U.S. by the number of attorneys practicing within the U.S. The firm is headquartered at 1 SE 3rd Avenue in Downtown Miami.
0,Mojo Press, Mojo Press is a now-defunct small press which primarily published science fiction horror and western books and graphic novels between 1994 and 1999.
0,Renesas Electronics, Renesas Electronics Corporation (ルネサス エレクトロニクス株式会社 Runesasu Erekutoronikusu Kabushiki Gaisha) TYO: 6723 is a Japanese semiconductor manufacturer headquartered in Tokyo. It has manufacturing design and sales operations in around 20 countries. Renesas is one of the world's largest manufacturers of semiconductor systems for mobile phones and automotive applications. It is the world's largest manufacturer of microcontrollers and the second largest manufacturer of application processors.
